product_id,Other,Aldehyde,Amide,Ketone,Ester,Alcohol,Carboxylic Acid,sentiment_score
P502395,1,0,1,0,0,1,0,0.858264084507042
P479318,1,0,1,0,0,1,1,0.85866004415011
P468684,1,0,0,0,0,1,1,0.858680174291939
P502745,1,0,0,0,0,1,0,0.859376595744681
P467750,1,0,0,0,0,1,1,0.859768154761905
P474822,0,0,0,0,0,1,1,0.860632773109244
P471046,1,0,0,0,0,1,1,0.86074253438114
P482260,0,0,0,0,0,0,0,0.861169892473118
P481834,1,0,0,0,0,1,0,0.86225
P472302,1,0,1,0,1,0,1,0.862969097222222
P505139,1,0,0,0,0,0,0,0.8632715
P477157,1,0,0,0,0,1,0,0.86339696
P474329,1,0,0,0,1,0,0,0.864123711340206
P468850,1,0,1,0,0,1,1,0.8653925
P375864,1,0,1,0,1,0,0,0.865420967741936
P500399,1,0,0,0,1,1,1,0.865821276595745
P472023,1,0,0,0,0,0,0,0.866717171717172
P429508,1,0,0,1,0,1,1,0.866817391304348
P505211,1,0,0,0,0,1,0,0.867222448979592
P475180,1,0,0,0,1,0,1,0.867418279569893
P502326,1,1,0,0,1,0,1,0.867973684210526
P460624,1,1,0,0,1,1,1,0.868045913461539
P477202,1,0,0,0,0,0,1,0.868210169491526
P502235,1,0,0,1,1,1,0,0.868733333333334
P500633,1,0,1,0,1,1,1,0.869352724358974
P474809,0,0,0,0,0,0,1,0.869707729468599
P500288,1,0,0,0,1,1,1,0.870339735099338
P480284,1,0,1,0,0,1,1,0.870391037735849
P479841,1,0,0,0,1,1,1,0.870417819148936
P502197,1,0,0,1,1,0,1,0.870954651162791
P502200,1,0,0,0,1,0,1,0.871006741573034
P416589,1,0,1,0,0,1,1,0.8714625
P474843,1,0,0,0,1,0,0,0.871897841726619
P500244,1,0,1,0,1,0,1,0.872065137614679
P476686,1,0,1,0,0,1,1,0.8728
P500101,1,0,1,0,0,1,1,0.872867625899281
P503879,1,0,0,0,1,0,0,0.873371503496504
P503920,1,0,0,0,0,0,1,0.873906976744186
P472343,1,0,0,0,1,1,0,0.873995833333333
P469444,1,0,0,0,0,0,0,0.874990340909091
P500240,1,0,0,0,0,1,1,0.875769696969697
P503935,1,0,0,0,0,0,1,0.87669
P458546,1,0,0,0,1,1,1,0.877741035856574
P475172,1,1,0,0,1,0,1,0.877760377358491
P474068,1,0,0,0,0,1,1,0.878394021739131
P500471,1,0,0,0,0,0,0,0.878511308203991
P481082,1,0,1,0,1,1,1,0.878575
P476678,1,0,0,0,0,0,0,0.879093421052632
P505020,1,0,0,0,0,1,1,0.879536717062635
P476736,1,0,0,0,0,1,0,0.879540909090909
P503992,1,0,0,0,0,0,1,0.881026556016598
P476683,1,0,1,0,0,1,1,0.881151908396947
P477492,1,1,0,1,1,0,1,0.881401333333333
P500696,1,0,1,0,0,0,0,0.882159574468085
P481830,1,1,1,0,1,1,1,0.882175298804781
P483679,1,0,1,0,1,0,1,0.882467607973422
P505158,1,0,0,0,0,1,1,0.882936046511628
P476876,1,0,0,0,0,0,1,0.883662009803922
P469833,1,0,0,0,1,1,0,0.883771153846154
P502823,1,0,0,1,1,0,1,0.8839
P476009,1,0,0,0,0,1,0,0.884600602409639
P476893,1,0,0,0,1,0,1,0.885486301369863
P505023,1,0,0,0,1,0,0,0.886019094766619
P469832,1,0,0,0,1,1,1,0.887503636363636
P504076,1,0,0,0,1,0,1,0.887906557377049
P505133,1,0,1,0,0,0,1,0.888298181818182
P476674,1,0,0,0,0,1,0,0.888794366197183
P505054,1,0,0,0,1,1,1,0.88997983014862
P504509,1,0,0,0,1,1,1,0.890758333333333
P505316,1,0,0,0,0,1,1,0.891269090909091
P483076,1,0,0,0,1,1,1,0.891311444652908
P505047,1,0,0,0,0,0,1,0.891405208333333
P505049,1,0,1,0,1,1,1,0.891732490974729
P481748,1,0,0,0,1,0,1,0.892094323144105
P500618,1,0,0,0,0,1,0,0.892380344827586
P503197,1,0,0,0,0,0,1,0.8926775
P504016,1,0,0,0,0,1,0,0.892747435897436
P504031,1,0,0,0,0,0,1,0.892747435897436
P448550,1,0,0,0,1,1,1,0.8933
P435790,1,0,0,0,1,0,1,0.89375
P504040,1,0,0,0,0,1,0,0.893785365853659
P475086,1,0,0,0,0,1,1,0.894291881918819
P472810,1,0,1,0,0,0,1,0.895570621468927
P476676,1,0,0,0,1,1,0,0.897643396226415
P481086,1,0,1,0,1,0,1,0.898823376623377
P504987,1,0,0,0,0,1,1,0.89885
P474111,1,1,0,0,1,1,1,0.901696153846154
P501585,1,0,0,0,0,1,0,0.90605
P502322,1,0,0,0,0,0,1,0.908069892473118
P503936,1,0,0,0,1,1,0,0.909831749460043
P469112,1,0,0,0,1,1,1,0.912582417582418
P504221,1,0,0,0,1,0,1,0.91785
P501017,1,0,0,0,0,1,1,0.918498507462687
P504059,1,0,0,0,0,1,1,0.920367105263158
P476571,1,0,0,0,1,0,0,0.9216
P375854,1,0,1,0,1,1,1,0.924551666666667
P505208,1,0,0,0,1,1,1,0.9253
P501175,1,0,0,0,0,0,0,0.9277
P501566,1,0,0,0,0,1,1,0.933233333333333
P504882,1,0,0,0,0,0,1,0.9352
P481993,1,0,0,0,1,1,1,0.9378
P500716,1,0,1,1,1,0,1,0.937944573643411
P479646,1,0,0,1,1,0,0,0.938066666666667
P423168,1,0,0,0,1,0,1,0.94045
P504322,1,0,0,0,0,1,0,0.9421
P503820,1,0,0,0,0,1,1,0.945073333333333
P504018,1,0,0,0,0,1,1,0.950966666666667
P472342,1,0,0,0,0,0,1,0.969725
P479696,1,0,0,1,1,0,1,0.97615
P503877,1,0,0,0,0,0,0,0.9881
